income,credit_score,employment_length,loan_amount,debt_to_income,loan_term,loan_purpose_text,loan_risk_label
0.17162471395881007,0.6486486486486491,0.0,0.4882352941176471,0.5633680555555556,36,Requesting a loan for credit_card. Managing current financial obligations.,Medium Risk
0.18077803203661325,0.48648648648648685,0.5,0.5,0.06184895833333333,60,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.14187643020594964,0.5945945945945947,1.0,0.2647058823529412,0.09852430555555555,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.020594965675057204,0.027027027027027195,0.0,0.057352941176470586,0.34613715277777773,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.06636155606407322,0.16216216216216228,0.4,0.18235294117647058,0.2801649305555555,36,Applying for a loan to major_purchase. Stable employment and consistent income.,Low Risk
0.029748283752860413,0.43243243243243246,0.2,0.3375,0.6046006944444444,36,Requesting a loan for credit_card. Managing current financial obligations.,Medium Risk
0.10068649885583524,0.16216216216216228,1.0,0.26176470588235295,0.4574652777777778,36,Requesting a loan for credit_card. Managing current financial obligations.,Medium Risk
0.12128146453089243,0.18918918918918948,1.0,0.14705882352941177,0.4194878472222222,36,Requesting a loan for car. Managing current financial obligations.,Medium Risk
0.13043478260869568,0.13513513513513553,1.0,0.3,0.3309461805555556,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.13043478260869568,0.21621621621621667,1.0,0.8529411764705882,0.2484809027777778,60,Applying for a loan to home_improvement. Stable employment and consistent income.,Low Risk
0.04805491990846682,0.0,0.5,0.07647058823529412,0.6328125,36,Loan needed urgently for credit_card. Recent employment changes and financial pressure.,High Risk
0.15331807780320367,0.21621621621621667,1.0,0.4411764705882353,0.4114583333333333,60,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.13501144164759726,0.16216216216216228,0.5,0.14705882352941177,0.35698784722222215,36,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.3363844393592677,0.3783783783783785,1.0,0.3823529411764706,0.2680121527777778,60,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.11899313501144164,0.4054054054054057,0.5,0.3823529411764706,0.3166232638888889,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.050343249427917625,0.21621621621621667,1.0,0.3235294117647059,0.6955295138888888,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.15331807780320367,0.027027027027027195,1.0,0.17352941176470588,0.19401041666666666,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.06964530892448513,0.10810810810810834,0.6000000000000001,0.6764705882352942,0.7610677083333334,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.13501144164759726,0.16216216216216228,0.0,0.4117647058823529,0.39518229166666663,36,Requesting a loan for nan. Managing current financial obligations.,Medium Risk
0.07322654462242563,0.05405405405405439,0.8,0.3823529411764706,0.5245225694444444,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.2219679633867277,0.10810810810810834,0.4,0.3235294117647059,0.1911892361111111,36,Applying for a loan to credit_card. Stable employment and consistent income.,Low Risk
0.17620137299771166,0.21621621621621667,1.0,0.4411764705882353,0.125,60,Applying for a loan to home_improvement. Stable employment and consistent income.,Low Risk
0.09610983981693365,0.0,1.0,0.2963235294117647,0.6106770833333333,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.13043020594965676,0.0,1.0,0.4176470588235294,0.30143229166666663,60,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.18077803203661325,0.35135135135135176,1.0,0.6933823529411764,0.5106336805555556,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.03661327231121281,0.16216216216216228,0.0,0.11764705882352941,0.1265190972222222,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.2837528604118993,0.027027027027027195,0.8,0.5588235294117647,0.3873697916666667,36,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.1299771167048055,0.05405405405405439,1.0,0.6764705882352942,0.8216145833333334,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.20594965675057209,0.10810810810810834,1.0,0.3235294117647059,0.38867187499999994,36,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.2883295194508009,0.05405405405405439,0.5,1.0000000000000002,0.31076388888888884,60,Applying for a loan to credit_card. Stable employment and consistent income.,Low Risk
0.054919908466819226,0.32432432432432456,0.30000000000000004,0.1323529411764706,0.44531249999999994,36,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.2631578947368421,0.13513513513513553,1.0,1.0000000000000002,0.1265190972222222,60,Applying for a loan to home_improvement. Stable employment and consistent income.,Low Risk
0.11899313501144164,0.0,0.8,0.5058823529411764,0.6217447916666666,60,Loan needed urgently for credit_card. Recent employment changes and financial pressure.,High Risk
0.05720823798627002,0.32432432432432456,0.1,0.5,0.11783854166666666,60,Applying for a loan to car. Stable employment and consistent income.,Low Risk
0.07322654462242563,0.08108108108108114,1.0,0.3588235294117647,0.6929253472222222,36,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.20709382151029748,0.4054054054054057,0.2,1.0000000000000002,0.44726562499999994,60,Requesting a loan for credit_card. Managing current financial obligations.,Medium Risk
0.053775743707093815,0.05405405405405439,0.1,0.5073529411764706,0.5835503472222222,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.09610983981693365,0.4054054054054057,0.8,0.29411764705882354,0.3519965277777778,36,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.3363844393592677,0.0,0.7000000000000001,0.12352941176470589,0.1599392361111111,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.14187643020594964,0.24324324324324342,1.0,0.4117647058823529,0.5557725694444444,36,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.45080091533180777,0.027027027027027195,1.0,0.14705882352941177,0.2586805555555556,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.10755148741418764,0.21621621621621667,0.8,0.8176470588235294,0.13129340277777776,36,Applying for a loan to home_improvement. Stable employment and consistent income.,Low Risk
0.14187643020594964,0.0,1.0,0.6764705882352942,0.20572916666666666,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.07322654462242563,0.6486486486486491,0.4,0.3235294117647059,0.6345486111111112,36,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.10983981693363844,0.10810810810810834,0.1,0.3588235294117647,0.32096354166666663,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.08466819221967962,0.13513513513513553,1.0,0.44411764705882356,0.3326822916666667,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.06178489702517162,0.6756756756756763,1.0,0.5588235294117647,0.4212239583333333,60,Requesting a loan for credit_card. Managing current financial obligations.,Medium Risk
0.2448512585812357,0.29729729729729737,0.1,0.6058823529411764,0.330078125,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.09839816933638444,0.5945945945945947,0.0,0.11323529411764705,0.11979166666666666,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
