income,credit_score,employment_length,loan_amount,debt_to_income,loan_term,loan_purpose_text,loan_risk_label
0.17162471395881,0.6486486486486491,0.0,0.4882352941176471,0.5633680555555556,36,Requesting a loan for credit_card. Managing current financial obligations.,Medium Risk
0.1807780320366132,0.4864864864864868,0.5,0.5,0.0618489583333333,60,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.1418764302059496,0.5945945945945947,1.0,0.2647058823529412,0.0985243055555555,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.0205949656750572,0.0270270270270271,0.0,0.0573529411764705,0.3461371527777777,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.0663615560640732,0.1621621621621622,0.4,0.1823529411764705,0.2801649305555555,36,Applying for a loan to major_purchase. Stable employment and consistent income.,Low Risk
0.0297482837528604,0.4324324324324324,0.2,0.3375,0.6046006944444444,36,Requesting a loan for credit_card. Managing current financial obligations.,Medium Risk
0.1006864988558352,0.1621621621621622,1.0,0.2617647058823529,0.4574652777777778,36,Requesting a loan for credit_card. Managing current financial obligations.,Medium Risk
0.1212814645308924,0.1891891891891894,1.0,0.1470588235294117,0.4194878472222222,36,Requesting a loan for car. Managing current financial obligations.,Medium Risk
0.1304347826086956,0.1351351351351355,1.0,0.3,0.3309461805555556,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.1304347826086956,0.2162162162162166,1.0,0.8529411764705882,0.2484809027777778,60,Applying for a loan to home_improvement. Stable employment and consistent income.,Low Risk
0.0480549199084668,0.0,0.5,0.0764705882352941,0.6328125,36,Loan needed urgently for credit_card. Recent employment changes and financial pressure.,High Risk
0.1533180778032036,0.2162162162162166,1.0,0.4411764705882353,0.4114583333333333,60,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.1350114416475972,0.1621621621621622,0.5,0.1470588235294117,0.3569878472222221,36,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.3363844393592677,0.3783783783783785,1.0,0.3823529411764706,0.2680121527777778,60,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.1189931350114416,0.4054054054054057,0.5,0.3823529411764706,0.3166232638888889,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.0503432494279176,0.2162162162162166,1.0,0.3235294117647059,0.6955295138888888,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.1533180778032036,0.0270270270270271,1.0,0.1735294117647058,0.1940104166666666,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.0696453089244851,0.1081081081081083,0.6000000000000001,0.6764705882352942,0.7610677083333334,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.1350114416475972,0.1621621621621622,0.0,0.4117647058823529,0.3951822916666666,36,Requesting a loan for nan. Managing current financial obligations.,Medium Risk
0.0732265446224256,0.0540540540540543,0.8,0.3823529411764706,0.5245225694444444,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.2219679633867277,0.1081081081081083,0.4,0.3235294117647059,0.1911892361111111,36,Applying for a loan to credit_card. Stable employment and consistent income.,Low Risk
0.1762013729977116,0.2162162162162166,1.0,0.4411764705882353,0.125,60,Applying for a loan to home_improvement. Stable employment and consistent income.,Low Risk
0.0961098398169336,0.0,1.0,0.2963235294117647,0.6106770833333333,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.1304302059496567,0.0,1.0,0.4176470588235294,0.3014322916666666,60,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.1807780320366132,0.3513513513513517,1.0,0.6933823529411764,0.5106336805555556,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.0366132723112128,0.1621621621621622,0.0,0.1176470588235294,0.1265190972222222,36,Applying for a loan to debt_consolidation. Stable employment and consistent income.,Low Risk
0.2837528604118993,0.0270270270270271,0.8,0.5588235294117647,0.3873697916666667,36,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.1299771167048055,0.0540540540540543,1.0,0.6764705882352942,0.8216145833333334,60,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.205949656750572,0.1081081081081083,1.0,0.3235294117647059,0.3886718749999999,36,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.2883295194508009,0.0540540540540543,0.5,1.0000000000000002,0.3107638888888888,60,Applying for a loan to credit_card. Stable employment and consistent income.,Low Risk
0.0549199084668192,0.3243243243243245,0.3,0.1323529411764706,0.4453124999999999,36,Requesting a loan for debt_consolidation. Managing current financial obligations.,Medium Risk
0.2631578947368421,0.1351351351351355,1.0,1.0000000000000002,0.1265190972222222,60,Applying for a loan to home_improvement. Stable employment and consistent income.,Low Risk
0.1189931350114416,0.0,0.8,0.5058823529411764,0.6217447916666666,60,Loan needed urgently for credit_card. Recent employment changes and financial pressure.,High Risk
0.05720823798627,0.3243243243243245,0.1,0.5,0.1178385416666666,60,Applying for a loan to car. Stable employment and consistent income.,Low Risk
0.0732265446224256,0.0810810810810811,1.0,0.3588235294117647,0.6929253472222222,36,Loan needed urgently for debt_consolidation. Recent employment changes and financial pressure.,High Risk
0.2070938215102974,0.4054054054054057,0.2,1.0000000000000002,0.4472656249999999,60,Requesting a loan for credit_card. Managing current financial obligations.,Medium Risk
